DateTime,Customer_1,Customer_2,Customer_3,Customer_4
2023-01-01 00:00:00,0.9169410246715111,6.834246594952564,2.670123059439402,1.1522869792224477
2023-01-01 01:00:00,4.107841124723119,0.8879338329199467,4.477311991350737,3.1644434429808173
2023-01-01 02:00:00,4.361891066275236,1.2535931877099917,2.631551343609898,2.4354397235598535
2023-01-01 03:00:00,2.714171576092754,6.048478408038287,1.8195947151801841,0.6302127150481445
2023-01-01 04:00:00,2.3828945663997527,0.1,0.5187872128325228,3.0363879073745306
2023-01-01 05:00:00,2.7814845901070764,1.4475663063186655,2.342461674857806,3.1825319155031147
2023-01-01 06:00:00,1.170852818656928,3.592009825572034,3.6083801646123694,2.8915597131541473
2023-01-01 07:00:00,3.0549995320234484,0.9271320507663909,3.143194889388331,3.9289313071653393
2023-01-01 08:00:00,3.483325092432368,3.561341002386349,2.4195018485322715,4.031160717305477
2023-01-01 09:00:00,0.9035384657760686,2.1917533354181677,5.670925364855304,1.7144820486148509
2023-01-01 10:00:00,3.0677087812066537,4.928043951887788,1.2635126201116211,2.1582911834298733
2023-01-01 11:00:00,3.3935822610621678,1.584033438710275,3.325232835710593,2.3885902080726655
2023-01-01 12:00:00,4.317558770376793,2.631514431441302,2.0838738266405863,4.367849494453209
2023-01-01 13:00:00,0.8991832902281276,3.0844026227746015,3.6341443824005744,1.2054348778151116
2023-01-01 14:00:00,1.6276666620889118,1.2422718349393147,0.6125214152212162,2.899771840161364
2023-01-01 15:00:00,6.016573187922553,2.1020520745617515,3.4839859036927945,2.5129332545556315
2023-01-01 16:00:00,2.69687190255357,4.707844421155432,2.9116960807642007,2.388058256675196
2023-01-01 17:00:00,3.0644720432896535,2.146025937829592,2.093065998496658,1.8462655027498787
2023-01-01 18:00:00,4.26234501413588,4.2251482261860245,3.3823074429107027,2.5719877125355755
2023-01-01 19:00:00,1.3413774602302422,0.1,3.407146162026748,2.5309653392568006
2023-01-01 20:00:00,4.248126850601394,1.0757310888595524,2.46325699834052,0.5718112609218675
2023-01-01 21:00:00,1.6880803000406537,1.3384607579032777,3.7195012836719927,1.54532834152375
2023-01-01 22:00:00,3.7595957076666453,3.9051662252799746,3.0819923877569235,2.7483086605449123
2023-01-01 23:00:00,5.912822585641669,2.45203707369543,3.580522584320107,3.3349778209664263
2023-01-02 00:00:00,5.198077849568797,1.1181629026246722,2.7953204019601916,3.8118406082673215
2023-01-02 01:00:00,0.4535330282213197,2.251801848841482,1.9458745675899538,0.10269480922768848
2023-01-02 02:00:00,3.844467337595236,1.2465524165934456,2.152888941171179,4.52139463025803
2023-01-02 03:00:00,1.2537615159810542,1.7874657867151031,1.4217361186253632,0.9148913109378962
2023-01-02 04:00:00,4.388817881732984,4.940780666840849,2.6221495442902443,3.2299274585448985
2023-01-02 05:00:00,3.5788742409566785,3.428713161330262,2.0850624716129116,2.5954418755007924
2023-01-02 06:00:00,1.2822934603976153,2.7623843279150835,1.793138338086387,3.292329251900021
2023-01-02 07:00:00,0.8240230197993981,0.1,4.246546654384828,3.723548516088311
2023-01-02 08:00:00,10.240539450699043,11.595644380886982,8.806944695108108,13.108690668836367
2023-01-02 09:00:00,5.36302723577533,11.292555703389695,12.291555044377768,6.506114614355321
2023-01-02 10:00:00,11.425234263968235,5.814530909978192,8.115499231362492,9.44515507898871
2023-01-02 11:00:00,4.052054758062643,14.711918464638725,14.472568477256239,11.03298941123391
2023-01-02 12:00:00,7.309418460450018,9.30348466272227,6.586379046859517,14.931996659777612
2023-01-02 13:00:00,8.823274940460323,6.696673072411122,5.2887847688656615,6.464090115893887
2023-01-02 14:00:00,8.686659135050087,9.615738426318554,10.788587223995826,16.69619905502433
2023-01-02 15:00:00,11.540907955886127,8.753041496209203,11.385766643550982,11.018967054064891
2023-01-02 16:00:00,11.055446770915548,8.789595444732129,14.59306938005287,10.138363259470287
2023-01-02 17:00:00,6.938742221570672,9.595650790242598,6.725956379051013,13.213027822951009
2023-01-02 18:00:00,2.3278517080161563,2.7638954661709936,4.038757308539177,3.201559652814628
2023-01-02 19:00:00,1.1587466662214485,2.917449625869793,2.744050362682102,3.4706095472649343
2023-01-02 20:00:00,5.695500264672978,3.5305606583778344,2.417605152025106,1.536825436859733
2023-01-02 21:00:00,3.3400548728439636,5.824692447389905,1.055634493345318,5.810072048241983
2023-01-02 22:00:00,2.0908831899061653,5.615039827425337,2.2177164136962446,3.5553070018589272
2023-01-02 23:00:00,3.1798747892798738,2.2938506543809236,4.870275397799597,3.381167334936621
2023-01-03 00:00:00,1.6272522174270543,1.9284871976141942,1.9731066736432084,2.9712036117038956
2023-01-03 01:00:00,2.3232399203812446,2.9127812485181575,5.144752374020374,2.4408092053429673
2023-01-03 02:00:00,2.7921218859803036,3.8814319685899643,6.684611355083622,3.597616228079937
2023-01-03 03:00:00,2.266400420041023,2.0928341655214937,4.6828749587769085,4.303354573479828
2023-01-03 04:00:00,1.7882008964068814,3.013439687166397,3.542814262972814,4.5045501474285174
2023-01-03 05:00:00,1.9129329194994795,2.8259401594920095,4.060808443176392,2.5924509853685564
2023-01-03 06:00:00,3.310243028686662,4.069002045688368,4.021445057125868,2.7665017735990856
2023-01-03 07:00:00,3.3840753129156647,2.3023466621804785,4.044067670823322,4.312929903435283
2023-01-03 08:00:00,7.917760754422383,6.781690947157657,12.126580232734668,11.68172841688808
2023-01-03 09:00:00,11.168782450902466,7.927087252574943,11.198126154339228,8.582126314253005
2023-01-03 10:00:00,9.973756337144353,6.149988999810316,11.591031963383363,8.623107298720223
2023-01-03 11:00:00,12.871613919096886,13.432018531190945,10.358356895616112,12.186616278487612
2023-01-03 12:00:00,8.575250861621138,9.6094412608548,13.945618888826825,10.456986434633562
2023-01-03 13:00:00,3.2613060903497963,10.819153779210861,9.617973858407353,6.750030132491403
2023-01-03 14:00:00,9.722066987973284,13.873817774112435,7.408960942438794,9.653700205669933
2023-01-03 15:00:00,12.143104339094544,11.586764619223056,7.492286218132278,14.808006204216152
2023-01-03 16:00:00,3.218295382205268,5.954844634235455,12.346439354888304,7.839516565702916
2023-01-03 17:00:00,9.057208563686624,12.524415083131052,13.172125152060731,9.048009114478772
2023-01-03 18:00:00,4.307053387475937,2.015024671225768,2.2125843912549783,4.622607311320031
2023-01-03 19:00:00,4.779496894347962,1.5941034732099562,3.3996547473200622,1.59005033907143
2023-01-03 20:00:00,7.070965230147765,1.0870934974236282,2.2915445225383193,0.1
2023-01-03 21:00:00,3.5258779342573834,3.561339376645602,4.735143936480352,2.4000638744520675
2023-01-03 22:00:00,3.7007420818595165,3.2104974666586195,3.3350100138388115,1.0815172965767608
2023-01-03 23:00:00,2.212749658346902,3.2720200296236506,1.3548567957748725,2.837840314073598
2023-01-04 00:00:00,3.5558002750166233,4.81992850410624,0.22701653731668303,1.0037687599937548
2023-01-04 01:00:00,3.9229828517834324,0.584899986946259,5.578408519103918,0.8363945372020947
2023-01-04 02:00:00,1.1710014405963758,2.7404142550606547,3.5975929669062188,0.6483402083865646
2023-01-04 03:00:00,2.7160922688129485,3.6801940181777995,2.2458101750479855,4.570512603097351
2023-01-04 04:00:00,2.415382453733672,3.290876668288976,4.926467639362649,1.5325581143743063
